醫療機構名稱,地址,電話,垂直整合策略聯盟/主責醫事機構,終止合約或歇業日期
德星眼科診所,台中市西屯區何安里西屯路二段95－45號,04-23132877,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
懷生小兒科診所,台中市西屯區忠義街102號1樓,04-23176257,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
幸福婦產科診所,台中市西屯區河南路2段309號1－2樓,04-27035408,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
蕭景升眼科診所,台中市西屯區河南路2段419號1樓及2樓,04-24513658,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
寶醫師診所,台中市西區中興里向上北路一○五巷二之一號一樓,04-23021736,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
鄒幼君皮膚科診所,台中市西區公益路226號,04-23224418,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
潔新眼科診所,台中市沙鹿區文昌街31號,04-26625736,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
梁眼科診所,台中市東勢區南平里豐勢路398號,04-25774471,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
承諭耳鼻喉科診所,台中市南屯區大墩路812號1樓,04-23281208,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
開宗眼科診所,台中市南屯區南屯里黎明路1段1116號1樓,04-23834050,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
李漢亮小兒科診所,台中市南屯區春社里忠勇路41–3號,04-23851435,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
匯豐牙醫診所,台中市神岡區中山路604號,04-25630868,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
大安診所,台中市豐原區中正路293號,04-25157227,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
光明眼科診所,台中市豐原區豐原里中正路20號,04-25242775,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
仁美婦產科診所,台中市霧峰區甲寅里中正路1062號,04-23335105,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
南投縣中寮鄉衛生所,南投縣中寮鄉永平村永昌街102號,049-2691404,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
玄祐診所,南投縣名間鄉南雅村南雅街113號,049-2730988,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
陳重光耳鼻喉科診所,南投縣竹山鎮集山路3段1062號,049-2662352,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
東華醫院,南投縣竹山鎮集山路三段272巷16號,049-2658949,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
智瑤小兒科診所,南投縣竹山鎮集山路三段879號,049-2652288,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
哲煌內兒科診所,南投縣竹山鎮雲林里集山路3段1039號,049-2645288,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
人和診所,南投縣信義鄉人和村民生巷68號1樓,049-2777369,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
華信牙醫診所,南投縣南投市三和里三和二路86號,049-2200368,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
蔡良迪診所,南投縣南投市中學西路85號,049-2391296,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
詹建盛診所,南投縣南投市南陽路475號,049-2243055,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
李眼科診所,南投縣埔里鎮中山路2段182號1樓,049-2420606,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
郭佳隴診所,南投縣埔里鎮中正路563號1樓,049-2989448,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
台大建村皮膚科診所,南投縣埔里鎮南昌街257號,049-2906112,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
簡國仁診所,南投縣草屯鎮中山街184號,049-2333464,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
滄浪診所,南投縣草屯鎮中山街242號,049-2333420,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
張國治耳鼻喉科診所,南投縣草屯鎮中山街275號,049-2362665,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
洪瑞成小兒科診所,南投縣草屯鎮中山街36號及38號1F,049-2323151,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
大雄泌尿科診所,南投縣草屯鎮中山街53號,049-2326299,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
達文西診所,南投縣草屯鎮太平路一段255號1及2樓,049-2332788,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
陳宏源診所,南投縣草屯鎮太平路一段445號,049-2331718,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
草鞋墩神經外科診所,南投縣草屯鎮太平路二段28號1、2樓,049-2306989,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
莊診所,南投縣草屯鎮和平里中山街116號,049-2333387,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
品康耳鼻喉科診所,南投縣草屯鎮和平里育英街200號,049-2333100,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
祐幼小兒科診所,南投縣草屯鎮虎山路746號,049-2320606,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
小太陽小兒科診所,南投縣草屯鎮虎山路786號,049-2303535,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
為國眼科診所,南投縣草屯鎮草溪路978號1－2樓,049-2320190,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
錦林診所,南投縣草屯鎮新厝里虎山路736號,049-2357509,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
聖方小兒科診所,南投縣草屯鎮碧山南路21號1樓,049-2307728,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
永隆診所,南投縣國姓鄉北山村南港路303號1樓,049-2452506,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
南投縣國姓鄉衛生所,南投縣國姓鄉國姓村民族街42號,049-2721009,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
南投縣鹿谷鄉衛生所,南投縣鹿谷鄉中正路二段20號,049-2752002,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
南投縣集集鎮衛生所,南投縣集集鎮民生路106號,049-2762015,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
陳威申診所,南投縣集集鎮集集里民生路242號,049-2762888,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
裕隆汽車製造股份有限公司員工診所,苗栗縣三義鄉西湖村伯公坑39之1號,037-871801,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
家正診所,苗栗縣公館鄉通明街68號1樓,03-7220885,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
葉耳鼻喉科診所,苗栗縣苗栗市中正路623號,037-368996,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
解皮膚科診所,苗栗縣苗栗市中苗里中山路495號,037-338966,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
蘇眼科診所,苗栗縣苗栗市至公路11號1樓,037-351952,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
劉文淦小兒科診所,苗栗縣苗栗市福麗里至公路207號,037-356131,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
怡安診所,苗栗縣苑裡鎮山腳里12鄰340號1樓,037-745605,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
視保眼科診所,苗栗縣苑裡鎮西勢里中山路133-2號,037-865686,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
小太陽小兒科診所,苗栗縣苑裡鎮和平路97號,037-856156,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
長春診所,苗栗縣苑裡鎮房裡里13鄰大興路200號1樓、2樓及3樓,037-857168,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
清安診所,苗栗縣泰安鄉清安村1鄰洗水坑26號1樓,037-941681,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
戴銘浚婦兒醫院,高雄市小港區宏平路661號1至7樓,07-8061289,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
孫楨文診所,彰化市民權里華山路142號,04-7240178,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
恩生外婦產科診所,彰化縣二水鄉光化村員集路四段14號,04-8793636,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
育安聯合診所,彰化縣二林鎮斗苑路四段702號,04-8953358,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
文山堂眼科診所,彰化縣二林鎮東和里大成路一段145號,04-8960063,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
趙本政眼科診所,彰化縣二林鎮南光里大成路一段262．264號,04-8953080,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
黃勇學皮膚科診所,彰化縣二林鎮南光里儒林路二段310號,04-8958678,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
光復診所,彰化縣北斗鎮七星里斗苑路1段35號,04-8781010,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
合濟診所,彰化縣北斗鎮中山路二段38號38－1號38－2號38－3號,04-8877995,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
恩幼小兒科診所,彰化縣北斗鎮中華路245號,04-8781819,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
彰化縣北斗鎮衛生所,彰化縣北斗鎮光復里地政路406巷17號,04-8882059,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
小樹苗兒科診所,彰化縣北斗鎮西安里中山路1段333號,04-8883823,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
林立明婦產科診所,彰化縣北斗鎮西安里中山路一段333號,04-8883823,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
杏言外科診所,彰化縣北斗鎮復興路20號1、2樓,04-8873588,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
詹長機診所,彰化縣北斗鎮新政里中正路150號,04-8880998,台中榮總合作聯盟/臺中榮民總醫院彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
